Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1950,Y1951,Y1952,Y1953,Y1954,Y1955,Y1956,Y1957,Y1958,Y1959,Y1960,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024,Y2025,Y2026,Y2027,Y2028,Y2029,Y2030,Y2031,Y2032,Y2033,Y2034,Y2035,Y2036,Y2037,Y2038,Y2039,Y2040,Y2041,Y2042,Y2043,Y2044,Y2045,Y2046,Y2047,Y2048,Y2049,Y2050,Y2051,Y2052,Y2053,Y2054,Y2055,Y2056,Y2057,Y2058,Y2059,Y2060,Y2061,Y2062,Y2063,Y2064,Y2065,Y2066,Y2067,Y2068,Y2069,Y2070,Y2071,Y2072,Y2073,Y2074,Y2075,Y2076,Y2077,Y2078,Y2079,Y2080,Y2081,Y2082,Y2083,Y2084,Y2085,Y2086,Y2087,Y2088,Y2089,Y2090,Y2091,Y2092,Y2093,Y2094,Y2095,Y2096,Y2097,Y2098,Y2099,Y2100
"67","'246","Finland","3010","Population - Est. & Proj.","513","Total Population - Female","1000 No","2093.546000","2112.954000","2134.505000","2158.124000","2181.005000","2204.126000","2226.529000","2246.666000","2263.461000","2279.809000","2296.151000","2310.867000","2325.529000","2341.150000","2353.238000","2360.081000","2368.244000","2380.758000","2391.001000","2389.153000","2381.308000","2385.198000","2398.104000","2410.405000","2422.461000","2433.308000","2441.205000","2447.654000","2454.088000","2460.701000","2468.557000","2478.693000","2491.694000","2505.740000","2518.599000","2528.720000","2536.392000","2542.847000","2549.464000","2557.412000","2567.024000","2579.173000","2591.908000","2602.777000","2612.450000","2621.149000","2628.466000","2634.994000","2640.891000","2645.897000","2649.957000","2654.432000","2659.200000","2663.947000","2670.566000","2678.803000","2688.143000","2698.370000","2709.086000","2720.416000","2731.504000","2742.653000","2754.264000","2765.416000","2775.396000","2782.875000","2788.435000","2792.554000","2794.415000","2795.901000","2798.530000","2802.561000","2816.291000","2833.169000","2840.859000","2842.613000","2840.563000","2836.451000","2831.613000","2826.374000","2820.798000","2814.886000","2808.684000","2802.237000","2795.495000","2788.452000","2781.135000","2773.575000","2765.823000","2757.910000","2749.930000","2741.896000","2733.774000","2725.546000","2717.245000","2708.894000","2700.483000","2692.006000","2683.392000","2674.677000","2665.844000","2656.785000","2647.578000","2638.369000","2629.064000","2619.617000","2610.144000","2600.840000","2591.936000","2583.215000","2574.516000","2566.057000","2557.898000","2549.900000","2542.001000","2534.206000","2526.680000","2519.448000","2512.256000","2505.160000","2498.073000","2490.892000","2483.660000","2476.294000","2468.713000","2460.991000","2453.131000","2445.157000","2437.231000","2429.238000","2421.035000","2412.754000","2404.481000","2396.305000","2388.251000","2380.084000","2371.756000","2363.404000","2355.173000","2347.093000","2339.023000","2331.010000","2323.178000","2315.425000","2307.716000","2300.050000","2292.392000","2284.688000","2276.820000","2268.813000","2260.546000"
"67","'246","Finland","3010","Population - Est. & Proj.","551","Rural population","1000 No","2284.556000","2259.402000","2234.976000","2210.231000","2184.044000","2155.869000","2125.346000","2092.659000","2057.755000","2021.018000","1982.695000","1951.492000","1927.221000","1901.305000","1873.252000","1843.071000","1810.475000","1776.018000","1740.852000","1706.618000","1674.115000","1642.360000","1610.888000","1580.444000","1549.690000","1517.960000","1485.014000","1451.465000","1417.853000","1385.130000","1353.798000","1321.363000","1287.430000","1254.346000","1221.328000","1188.113000","1155.330000","1123.276000","1091.442000","1060.572000","1030.867000","1011.704000","1002.530000","993.610000","984.374000","974.504000","964.583000","954.820000","944.679000","934.457000","924.351000","916.956000","912.167000","907.532000","903.126000","899.025000","895.236000","891.744000","888.472000","885.348000","870.880000","845.427000","820.527000","808.694000","809.393000","809.950000","810.329000","810.547000","810.217000","809.403000","808.148000","806.458000","804.314000","801.699000","798.583000","794.950000","790.803000","786.152000","780.996000","775.335000","769.176000","762.527000","755.410000","747.843000","739.850000","731.458000","722.686000","713.561000","704.117000","694.388000","684.410000","674.209000","663.814000","653.266000","642.862000","632.626000","622.566000","612.680000","602.960000","593.400000","583.991000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67","'246","Finland","3010","Population - Est. & Proj.","561","Urban population","1000 No","1723.738000","1791.090000","1861.578000","1934.066000","2007.935000","2082.406000","2157.033000","2231.262000","2305.158000","2378.656000","2451.895000","2516.281000","2571.596000","2625.441000","2676.987000","2725.527000","2770.640000","2812.638000","2853.172000","2894.415000","2938.251000","2987.020000","3040.284000","3095.012000","3149.089000","3200.789000","3249.423000","3295.467000","3340.399000","3386.215000","3434.445000","3488.450000","3547.670000","3607.832000","3666.876000","3723.107000","3775.011000","3823.097000","3869.645000","3916.543000","3965.355000","4007.421000","4042.395000","4078.179000","4112.723000","4144.501000","4172.396000","4196.926000","4219.563000","4241.469000","4263.603000","4283.523000","4301.206000","4319.571000","4339.059000","4359.902000","4382.334000","4406.270000","4431.430000","4457.298000","4494.902000","4543.815000","4592.453000","4627.922000","4650.324000","4672.016000","4692.803000","4712.684000","4732.300000","4751.986000","4771.979000","4792.312000","4812.849000","4833.463000","4853.952000","4874.169000","4894.074000","4913.672000","4932.895000","4951.657000","4969.919000","4987.645000","5004.858000","5021.587000","5037.866000","5053.756000","5069.266000","5084.457000","5099.419000","5114.269000","5129.119000","5144.008000","5158.977000","5174.091000","5189.211000","5204.402000","5219.739000","5235.239000","5250.866000","5266.594000","5282.359000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68","'250","France","3010","Population - Est. & Proj.","511","Total Population - Both sexes","1000 No","41883.119000","42333.662000","42780.273000","43227.880000","43676.898000","44136.090000","44588.519000","45036.376000","45493.498000","45963.763000","46428.134000","46893.835000","47352.622000","47817.824000","48319.087000","48772.830000","49184.656000","49574.909000","49947.251000","50355.295000","50813.075000","51293.059000","51743.874000","52162.210000","52504.738000","52746.325000","52959.113000","53197.137000","53429.668000","53660.895000","53941.061000","54255.012000","54582.408000","54889.408000","55176.619000","55467.150000","55752.834000","56048.364000","56361.849000","56685.082000","56990.238000","57271.565000","57554.870000","57801.266000","57999.866000","58192.203000","58380.642000","58568.660000","58778.816000","59084.210000","59483.716000","59905.128000","60327.248000","60741.126000","61175.247000","61625.032000","62049.838000","62432.439000","62780.190000","63106.463000","63417.363000","63733.777000","64058.465000","64387.734000","64692.493000","64916.336000","65086.856000","65284.776000","65519.543000","65729.459000","65905.277000","66083.548000","66277.409000","66438.822000","66548.530000","66650.804000","66746.401000","66838.261000","66928.636000","67018.329000","67107.691000","67194.855000","67281.980000","67369.322000","67458.149000","67547.946000","67635.315000","67721.110000","67801.927000","67873.403000","67938.904000","68002.575000","68063.860000","68115.786000","68157.083000","68190.955000","68214.673000","68229.077000","68235.289000","68231.375000","68219.675000","68200.254000","68175.770000","68146.932000","68111.015000","68067.631000","68022.156000","67978.669000","67935.849000","67892.952000","67850.295000","67810.557000","67772.616000","67739.664000","67713.647000","67691.804000","67677.299000","67669.052000","67664.280000","67668.109000","67678.905000","67698.398000","67724.514000","67752.340000","67784.584000","67822.261000","67863.936000","67905.318000","67945.204000","67984.811000","68024.937000","68066.815000","68108.439000","68153.317000","68198.943000","68237.654000","68276.452000","68316.292000","68354.444000","68389.693000","68421.883000","68451.045000","68475.278000","68498.701000","68518.865000","68529.647000","68529.527000","68523.856000","68516.588000","68503.747000","68484.558000"
"68","'250","France","3010","Population - Est. & Proj.","512","Total Population - Male","1000 No","20131.284000","20372.132000","20611.142000","20850.642000","21090.350000","21333.571000","21573.593000","21810.268000","22050.708000","22299.359000","22545.913000","22791.730000","23033.608000","23271.844000","23521.363000","23746.636000","23950.691000","24143.634000","24334.065000","24558.176000","24815.861000","25077.483000","25316.201000","25541.710000","25721.699000","25830.519000","25916.942000","26017.591000","26115.677000","26214.784000","26340.449000","26487.972000","26638.714000","26768.722000","26884.568000","27003.040000","27126.442000","27259.001000","27402.504000","27553.922000","27696.324000","27827.786000","27958.771000","28068.216000","28152.890000","28233.822000","28315.408000","28398.505000","28516.926000","28677.981000","28856.747000","29047.552000","29239.954000","29430.235000","29628.474000","29831.640000","30035.339000","30226.191000","30394.999000","30554.042000","30708.895000","30861.392000","31019.013000","31181.964000","31323.019000","31416.098000","31501.022000","31605.558000","31721.037000","31832.377000","31923.744000","32016.483000","32116.982000","32202.286000","32261.677000","32312.637000","32359.364000","32403.200000","32445.275000","32486.067000","32525.825000","32563.724000","32601.000000","32637.936000","32675.224000","32712.770000","32749.205000","32785.350000","32819.779000","32850.537000","32879.329000","32908.397000","32937.690000","32963.810000","32985.986000","33005.565000","33021.183000","33032.962000","33041.414000","33045.408000","33045.816000","33042.583000","33036.727000","33028.702000","33017.293000","33002.304000","32986.462000","32971.643000","32957.005000","32942.437000","32928.098000","32915.090000","32902.887000","32893.228000","32887.171000","32883.042000","32882.389000","32884.702000","32888.661000","32897.010000","32908.717000","32924.448000","32943.302000","32962.959000","32984.753000","33009.201000","33035.611000","33061.858000","33087.300000","33112.460000","33137.529000","33162.927000","33187.671000","33213.241000","33238.268000","33259.088000","33278.889000","33298.153000","33315.366000","33329.770000","33341.524000","33350.569000","33355.973000","33360.049000","33361.776000","33358.289000","33349.160000","33337.389000","33325.130000","33310.528000","33293.603000"
"68","'250","France","3010","Population - Est. & Proj.","513","Total Population - Female","1000 No","21751.836000","21961.531000","22169.132000","22377.237000","22586.548000","22802.519000","23014.926000","23226.108000","23442.790000","23664.404000","23882.220000","24102.106000","24319.015000","24545.980000","24797.724000","25026.194000","25233.965000","25431.276000","25613.186000","25797.119000","25997.214000","26215.575000","26427.673000","26620.500000","26783.038000","26915.806000","27042.170000","27179.546000","27313.991000","27446.112000","27600.611000","27767.040000","27943.694000","28120.686000","28292.051000","28464.109000","28626.392000","28789.363000","28959.344000","29131.160000","29293.914000","29443.778000","29596.099000","29733.051000","29846.977000","29958.381000","30065.234000","30170.155000","30261.891000","30406.230000","30626.970000","30857.575000","31087.294000","31310.891000","31546.772000","31793.393000","32014.499000","32206.249000","32385.191000","32552.421000","32708.467000","32872.385000","33039.453000","33205.770000","33369.474000","33500.238000","33585.834000","33679.217000","33798.505000","33897.082000","33981.533000","34067.065000","34160.427000","34236.535000","34286.854000","34338.168000","34387.037000","34435.062000","34483.361000","34532.262000","34581.865000","34631.132000","34680.980000","34731.386000","34782.926000","34835.175000","34886.111000","34935.760000","34982.147000","35022.865000","35059.575000","35094.179000","35126.170000","35151.976000","35171.097000","35185.389000","35193.490000","35196.115000","35193.876000","35185.967000","35173.859000","35157.671000","35139.043000","35118.230000","35093.722000","35065.327000","35035.694000","35007.026000","34978.845000","34950.515000","34922.196000","34895.467000","34869.730000","34846.436000","34826.476000","34808.762000","34794.910000","34784.349000","34775.619000","34771.099000","34770.188000","34773.949000","34781.211000","34789.381000","34799.832000","34813.060000","34828.325000","34843.460000","34857.904000","34872.351000","34887.408000","34903.889000","34920.768000","34940.075000","34960.675000","34978.565000","34997.563000","35018.139000","35039.078000","35059.923000","35080.358000","35100.476000","35119.305000","35138.651000","35157.090000","35171.357000","35180.366000","35186.467000","35191.459000","35193.219000","35190.955000"
"68","'250","France","3010","Population - Est. & Proj.","551","Rural population","1000 No","18748.739000","18607.969000","18510.554000","18438.843000","18364.773000","18210.424000","18054.607000","17899.709000","17748.784000","17608.700000","17484.108000","17377.038000","17204.379000","16865.726000","16506.148000","16119.321000","15700.478000","15257.908000","14919.053000","14813.127000","14716.875000","14634.174000","14559.813000","14485.774000","14398.973000","14352.306000","14391.373000","14412.793000","14423.117000","14432.110000","14446.845000","14469.159000","14496.258000","14526.711000","14560.678000","14596.995000","14636.114000","14678.255000","14720.902000","14760.988000","14777.908000","14750.840000","14718.609000","14683.288000","14646.915000","14611.473000","14577.173000","14544.158000","14512.494000","14465.046000","14382.604000","14302.809000","14224.922000","14149.190000","14075.407000","14003.975000","13934.413000","13866.281000","13794.705000","13717.697000","13633.442000","13541.366000","13442.096000","13336.757000","13226.977000","13113.960000","12998.038000","12879.012000","12756.906000","12631.632000","12503.199000","12371.780000","12237.703000","12101.328000","11963.060000","11823.227000","11682.007000","11539.500000","11395.840000","11251.145000","11105.536000","10959.210000","10812.369000","10665.273000","10518.293000","10371.670000","10225.409000","10079.546000","9934.037000","9788.844000","9643.965000","9499.439000","9355.360000","9211.868000","9069.132000","8927.298000","8786.449000","8646.662000","8508.082000","8370.866000","8235.136000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68","'250","France","3010","Population - Est. & Proj.","561","Urban population","1000 No","23130.866000","23462.950000","23855.025000","24285.380000","24753.073000","25317.338000","25891.605000","26476.026000","27078.826000","27710.410000","28381.288000","29093.786000","29917.003000","30915.676000","31896.689000","32832.934000","33710.909000","34534.027000","35208.090000","35653.267000","36126.954000","36639.296000","37180.024000","37726.540000","38247.225000","38658.424000","38904.418000","39103.420000","39273.336000","39440.334000","39623.972000","39828.886000","40051.430000","40291.121000","40542.065000","40800.487000","41068.380000","41346.253000","41627.312000","41902.216000","42182.927000","42486.862000","42778.365000","43061.532000","43343.746000","43630.318000","43922.516000","44219.237000","44522.427000","44851.061000","45225.597000","45608.443000","46000.154000","46400.907000","46811.200000","47229.925000","47658.471000","48094.669000","48534.862000","48969.824000","49393.298000","49802.211000","50197.777000","50583.160000","50963.661000","51343.241000","51722.652000","52100.536000","52476.365000","52849.078000","53217.966000","53582.961000","53944.675000","54303.895000","54661.663000","55018.724000","55375.164000","55730.663000","56085.010000","56437.856000","56788.735000","57137.411000","57483.304000","57825.006000","58160.677000","58488.890000","58809.279000","59121.658000","59425.371000","59719.750000","60004.346000","60278.924000","60543.640000","60798.967000","61045.643000","61284.338000","61515.325000","61738.901000","61955.886000","62167.266000","62373.862000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69","'254","French Guiana","3010","Population - Est. & Proj.","511","Total Population - Both sexes","1000 No","23.396000","23.697000","24.005000","24.334000","24.725000","25.437000","26.459000","27.541000","28.674000","29.852000","31.084000","32.374000","33.778000","35.313000","36.948000","38.681000","40.477000","42.237000","43.683000","44.928000","46.279000","47.719000","49.219000","50.733000","52.410000","54.463000","56.731000","59.038000","61.403000","63.838000","66.349000","68.942000","72.272000","76.568000","81.240000","86.102000","91.156000","96.409000","101.868000","107.565000","112.686000","116.981000","121.249000","125.647000","130.119000","134.633000","139.169000","143.723000","148.372000","153.738000","160.620000","168.530000","176.709000","185.091000","193.649000","202.447000","210.971000","219.109000","226.097000","230.704000","234.565000","239.520000","245.772000","253.241000","260.550000","266.363000","271.266000","276.144000","280.962000","285.568000","289.055000","293.015000","298.306000","303.402000","308.522000","313.666000","318.872000","324.223000","329.790000","335.606000","341.732000","348.043000","354.397000","360.779000","367.187000","373.616000","380.065000","386.565000","393.084000","399.606000","406.168000","412.728000","419.255000","425.815000","432.425000","439.026000","445.620000","452.213000","458.776000","465.347000","471.916000","478.449000","484.942000","491.467000","498.050000","504.613000","511.171000","517.733000","524.306000","530.886000","537.432000","544.004000","550.591000","557.160000","563.711000","570.236000","576.763000","583.262000","589.716000","596.222000","602.750000","609.179000","615.575000","621.981000","628.340000","634.688000","641.068000","647.375000","653.585000","659.774000","665.982000","672.146000","678.260000","684.365000","690.381000","696.327000","702.234000","708.034000","713.786000","719.510000","725.137000","730.618000","735.998000","741.224000","746.293000","751.289000","756.296000","761.258000","766.042000","770.684000","775.239000"
"69","'254","French Guiana","3010","Population - Est. & Proj.","512","Total Population - Male","1000 No","12.018000","12.142000","12.267000","12.406000","12.580000","12.924000","13.430000","13.966000","14.533000","15.120000","15.732000","16.372000","17.187000","18.186000","19.244000","20.366000","21.529000","22.657000","23.413000","23.871000","24.372000","24.906000","25.459000","26.014000","26.575000","27.542000","28.907000","30.288000","31.694000","33.131000","34.605000","36.126000","38.155000","40.578000","42.962000","45.444000","48.025000","50.703000","53.489000","56.394000","58.983000","61.036000","62.978000","64.986000","67.025000","69.087000","71.162000","73.247000","75.376000","77.793000","80.918000","84.581000","88.385000","92.294000","96.285000","100.394000","104.537000","108.656000","112.180000","114.466000","116.448000","119.179000","122.483000","126.034000","129.284000","131.696000","133.601000","135.482000","137.288000","138.555000","139.680000","141.571000","143.732000","145.958000","148.469000","150.990000","153.544000","156.171000","158.909000","161.776000","164.798000","167.915000","171.054000","174.209000","177.383000","180.569000","183.764000","186.989000","190.228000","193.474000","196.742000","200.013000","203.274000","206.559000","209.875000","213.194000","216.518000","219.844000","223.165000","226.498000","229.840000","233.172000","236.492000","239.838000","243.221000","246.603000","249.988000","253.386000","256.796000","260.213000","263.622000","267.046000","270.484000","273.920000","277.353000","280.776000","284.202000","287.620000","291.020000","294.450000","297.894000","301.291000","304.677000","308.068000","311.433000","314.795000","318.173000","321.510000","324.797000","328.071000","331.349000","334.602000","337.825000","341.036000","344.192000","347.310000","350.403000","353.426000","356.418000","359.390000","362.305000","365.137000","367.909000","370.596000","373.197000","375.757000","378.310000","380.839000","383.280000","385.642000","387.958000"
"69","'254","French Guiana","3010","Population - Est. & Proj.","513","Total Population - Female","1000 No","11.379000","11.556000","11.738000","11.928000","12.145000","12.514000","13.030000","13.575000","14.142000","14.731000","15.352000","16.002000","16.591000","17.128000","17.703000","18.316000","18.948000","19.581000","20.270000","21.057000","21.907000","22.813000","23.759000","24.719000","25.835000","26.921000","27.825000","28.750000","29.709000","30.707000","31.744000","32.816000","34.117000","35.990000","38.279000","40.658000","43.132000","45.706000","48.379000","51.171000","53.703000","55.944000","58.270000","60.661000","63.093000","65.546000","68.007000","70.476000","72.996000","75.945000","79.702000","83.950000","88.325000","92.797000","97.364000","102.053000","106.434000","110.453000","113.916000","116.239000","118.117000","120.341000","123.289000","127.207000","131.267000","134.667000","137.665000","140.662000","143.673000","147.013000","149.375000","151.445000","154.575000","157.444000","160.054000","162.675000","165.327000","168.053000","170.881000","173.831000","176.935000","180.129000","183.343000","186.569000","189.803000","193.047000","196.300000","199.575000","202.856000","206.132000","209.427000","212.715000","215.981000","219.256000","222.550000","225.832000","229.102000","232.369000","235.612000","238.849000","242.077000","245.276000","248.450000","251.630000","254.829000","258.010000","261.183000","264.347000","267.510000","270.673000","273.810000","276.957000","280.107000","283.241000","286.358000","289.460000","292.560000","295.642000","298.696000","301.773000","304.856000","307.888000","310.898000","313.913000","316.907000","319.894000","322.896000","325.865000","328.788000","331.704000","334.633000","337.545000","340.435000","343.329000","346.190000","349.017000","351.830000","354.608000","357.368000","360.119000","362.832000","365.481000","368.089000","370.628000","373.096000","375.533000","377.986000","380.419000","382.762000","385.041000","387.281000"
"69","'254","French Guiana","3010","Population - Est. & Proj.","551","Rural population","1000 No","11.805000","11.904000","11.930000","11.914000","11.866000","11.803000","11.744000","11.701000","11.682000","11.694000","11.747000","11.841000","12.120000","12.489000","12.896000","13.323000","13.781000","14.259000","14.735000","15.189000","15.609000","15.993000","16.347000","16.683000","17.017000","17.361000","17.716000","18.092000","18.511000","19.005000","19.585000","20.252000","20.977000","21.749000","22.635000","23.640000","24.777000","26.016000","27.265000","28.416000","29.361000","30.031000","30.540000","30.940000","31.297000","31.669000","32.045000","32.424000","32.857000","33.399000","34.084000","34.932000","35.905000","36.901000","37.789000","38.490000","38.976000","39.301000","39.524000","39.733000","39.989000","40.299000","40.645000","41.008000","41.365000","41.695000","42.001000","42.290000","42.568000","42.839000","43.105000","43.371000","43.633000","43.894000","44.155000","44.418000","44.685000","44.953000","45.224000","45.498000","45.774000","46.053000","46.334000","46.603000","46.858000","47.102000","47.329000","47.542000","47.739000","47.920000","48.084000","48.231000","48.361000","48.474000","48.570000","48.648000","48.710000","48.756000","48.786000","48.799000","48.796000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69","'254","French Guiana","3010","Population - Est. & Proj.","561","Urban population","1000 No","13.667000","14.343000","14.962000","15.551000","16.121000","16.687000","17.283000","17.920000","18.621000","19.401000","20.285000","21.280000","22.257000","23.276000","24.391000","25.569000","26.842000","28.184000","29.575000","30.964000","32.321000","33.636000","34.922000","36.197000","37.503000","38.862000","40.279000","41.780000","43.420000","45.276000","47.392000","49.777000","52.443000","55.484000","58.927000","62.799000","67.162000","71.962000","76.961000","81.847000","86.423000","90.650000","94.543000","98.223000","101.892000","105.731000","109.722000","113.849000","118.313000","123.336000","129.081000","135.664000","142.999000","150.718000","158.290000","165.336000","171.697000","177.484000","182.928000","188.401000","194.192000","200.355000","206.818000","213.495000","220.258000","226.996000","233.712000","240.441000","247.195000","254.008000","260.877000","267.830000","274.839000","281.920000","289.079000","296.315000","303.638000","311.035000","318.516000","326.069000","333.689000","341.370000","349.111000","356.927000","364.792000","372.724000","380.691000","388.704000","396.743000","404.809000","412.890000","420.970000","429.060000","437.147000","445.225000","453.292000","461.345000","469.386000","477.410000","485.406000","493.365000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"70","'258","French Polynesia","3010","Population - Est. & Proj.","511","Total Population - Both sexes","1000 No","64.343000","65.906000","67.612000","69.487000","71.557000","73.849000","76.326000","78.442000","80.150000","81.899000","83.671000","85.434000","87.261000","89.737000","92.823000","96.017000","99.320000","102.754000","106.353000","110.111000","114.010000","117.945000","121.886000","125.897000","129.960000","134.045000","138.114000","142.313000","146.821000","151.569000","156.471000","161.506000","166.646000","171.750000","176.469000","180.988000","185.669000","190.449000","195.193000","199.643000","203.776000","207.744000","211.559000","215.219000","218.738000","222.118000","225.489000","229.121000","232.891000","236.595000","240.337000","244.097000","247.775000","251.637000","255.654000","259.507000","263.223000","266.438000","268.379000","269.481000","270.580000","271.727000","273.084000","274.728000","276.387000","277.866000","279.178000","280.087000","279.815000","279.034000","279.209000","279.792000","280.378000","281.118000","281.807000","282.465000","283.076000","283.671000","284.271000","284.896000","285.546000","286.152000","286.690000","287.181000","287.636000","288.067000","288.425000","288.683000","288.904000","289.086000","289.169000","289.126000","288.995000","288.777000","288.488000","288.132000","287.668000","287.108000","286.443000","285.644000","284.750000","283.748000","282.596000","281.335000","279.986000","278.562000","277.065000","275.497000","273.875000","272.187000","270.427000","268.632000","266.808000","264.953000","263.055000","261.096000","259.139000","257.174000","255.173000","253.169000","251.167000","249.162000","247.127000","245.064000","242.980000","240.871000","238.745000","236.613000","234.469000","232.289000","230.088000","227.892000","225.712000","223.526000","221.335000","219.149000","216.960000","214.766000","212.570000","210.382000","208.204000","206.026000","203.866000","201.711000","199.556000","197.428000","195.306000","193.188000","191.081000","188.976000","186.863000"
"70","'258","French Polynesia","3010","Population - Est. & Proj.","512","Total Population - Male","1000 No","33.590000","34.331000","35.143000","36.038000","37.033000","38.148000","39.355000","40.391000","41.233000","42.093000","42.957000","43.816000","44.709000","45.948000","47.510000","49.115000","50.767000","52.483000","54.292000","56.209000","58.231000","60.390000","62.666000","64.989000","67.340000","69.702000","72.050000","74.349000","76.633000","78.983000","81.413000","83.915000","86.466000","89.004000","91.376000","93.661000","96.030000","98.451000","100.850000","103.076000","105.125000","107.087000","108.969000","110.772000","112.501000","114.153000","115.779000","117.489000","119.228000","120.942000","122.655000","124.360000","126.052000","127.921000","129.935000","131.861000","133.715000","135.290000","136.153000","136.549000","136.942000","137.359000","137.887000","138.564000","139.248000","139.839000","140.345000","140.810000","141.165000","141.345000","141.529000","141.708000","141.936000","142.256000","142.530000","142.759000","142.962000","143.161000","143.363000","143.576000","143.802000","144.004000","144.172000","144.317000","144.441000","144.550000","144.621000","144.642000","144.645000","144.626000","144.557000","144.423000","144.245000","144.021000","143.764000","143.476000","143.131000","142.743000","142.304000","141.798000","141.247000","140.643000","139.968000","139.244000","138.478000","137.680000","136.853000","135.992000","135.112000","134.204000","133.267000","132.316000","131.359000","130.393000","129.411000","128.405000","127.403000","126.406000","125.392000","124.382000","123.383000","122.382000","121.369000","120.344000","119.312000","118.271000","117.224000","116.180000","115.132000","114.065000","112.992000","111.927000","110.870000","109.812000","108.754000","107.697000","106.639000","105.575000","104.507000","103.445000","102.382000","101.313000","100.248000","99.186000","98.118000","97.054000","95.993000","94.934000","93.881000","92.827000","91.768000"
"70","'258","French Polynesia","3010","Population - Est. & Proj.","513","Total Population - Female","1000 No","30.752000","31.575000","32.469000","33.449000","34.523000","35.701000","36.970000","38.050000","38.917000","39.806000","40.714000","41.619000","42.553000","43.788000","45.313000","46.902000","48.553000","50.272000","52.062000","53.902000","55.779000","57.556000","59.220000","60.908000","62.620000","64.343000","66.064000","67.965000","70.188000","72.587000","75.058000","77.591000","80.180000","82.745000","85.094000","87.328000","89.639000","91.998000","94.344000","96.567000","98.651000","100.657000","102.590000","104.447000","106.238000","107.966000","109.710000","111.632000","113.663000","115.653000","117.682000","119.737000","121.723000","123.716000","125.719000","127.645000","129.508000","131.149000","132.226000","132.932000","133.638000","134.368000","135.197000","136.164000","137.139000","138.026000","138.833000","139.276000","138.650000","137.688000","137.680000","138.084000","138.442000","138.862000","139.277000","139.706000","140.114000","140.509000","140.908000","141.320000","141.744000","142.149000","142.518000","142.863000","143.195000","143.516000","143.804000","144.042000","144.260000","144.459000","144.612000","144.703000","144.750000","144.756000","144.724000","144.655000","144.536000","144.365000","144.140000","143.847000","143.504000","143.104000","142.627000","142.090000","141.507000","140.881000","140.212000","139.505000","138.763000","137.982000","137.160000","136.316000","135.450000","134.560000","133.643000","132.692000","131.736000","130.768000","129.781000","128.786000","127.784000","126.779000","125.758000","124.721000","123.668000","122.600000","121.522000","120.433000","119.338000","118.224000","117.096000","115.965000","114.841000","113.715000","112.582000","111.453000","110.320000","109.192000","108.064000","106.938000","105.822000","104.713000","103.618000","102.525000","101.439000","100.374000","99.314000","98.254000","97.200000","96.148000","95.094000"
"70","'258","French Polynesia","3010","Population - Est. & Proj.","551","Rural population","1000 No","40.197000","40.879000","41.499000","42.044000","42.511000","42.907000","43.251000","43.596000","43.986000","44.463000","45.065000","45.825000","46.710000","47.423000","47.966000","48.421000","48.774000","49.036000","49.233000","49.397000","49.543000","50.065000","51.193000","52.331000","53.450000","54.531000","55.570000","56.697000","58.479000","60.304000","62.195000","64.141000","66.138000","68.173000","70.300000","72.473000","74.683000","76.905000","79.101000","81.404000","83.611000","85.635000","87.512000","89.330000","91.231000","93.315000","95.623000","97.805000","100.016000","102.205000","104.283000","106.239000","108.077000","108.739000","108.688000","108.537000","108.284000","107.926000","107.467000","106.916000","106.278000","105.537000","104.716000","105.081000","105.694000","106.402000","107.226000","108.155000","109.102000","109.928000","110.556000","110.953000","111.157000","111.231000","111.276000","111.361000","111.507000","111.683000","111.857000","111.981000","112.009000","111.935000","111.777000","111.535000","111.217000","110.834000","110.380000","109.858000","109.264000","108.602000","107.873000","107.079000","106.221000","105.298000","104.316000","103.316000","102.296000","101.255000","100.201000","99.133000","98.047000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
